codigo_del_inmueble,organizacion,pais,provincia,departamento,localidad,calle,numero,situacion_inmueble,superficie_aproximada_m2,longitud,latitud
200009967,COMISIÓN NACIONAL DE ACTIVIDADES ESPACIALES,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Avenida Paseo Colon,751,Propiedad del ENA,346.21,-58.3696571124,-34.616706928
200009975,COMISIÓN NACIONAL DE ACTIVIDADES ESPACIALES,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Balcarce,773,Propiedad del ENA,417.06,-58.370261881,-34.6167239634
600099671,COMISIÓN NACIONAL DE ACTIVIDADES ESPACIALES,Argentina,Buenos Aires,Punta Indio,Punta Indio,Ruta Provincial 36,115,Alquilado,185903.77,-57.3335855137,-35.5354173031
1400006616,COMISIÓN NACIONAL DE ACTIVIDADES ESPACIALES,Argentina,Cordoba,Santa Maria,Falda de Cañete,Ruta C45,8,Propiedad del ENA,4189755.58,-64.4622803791,-31.5263638552
6200005511,COMISIÓN NACIONAL DE ACTIVIDADES ESPACIALES,Argentina,Rio Negro,Bariloche,San Carlos de Bariloche,Vicealmirante O'Connor,587,Alquilado,314.08,-71.30114839,-41.1334174502
200002024,INSTITUTO GEOGRÁFICO NACIONAL,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,,Av Cabildo,381,Propiedad del ENA,180432.63,-58.4368520691,-34.5717872273
600001450,INSTITUTO GEOGRÁFICO NACIONAL,Argentina,Buenos Aires,General San Martin,Miguelete,Savio,1898,Propiedad del ENA,454203.56,-58.5155023637,-34.5740685376
200023455,INSTITUTO NACIONAL DE SEMILLAS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Venezuela,162,Alquilado,145792.5,-58.3674858675,-34.6146113109
600001728,INSTITUTO NACIONAL DE TECNOLOGÍA INDUSTRIAL,Argentina,Buenos Aires,General San Martin,Miguelete,Avenida General Paz,5445,Propiedad del ENA,454203.56,-58.5155023637,-34.5740685376
600001744,INSTITUTO NACIONAL DE TECNOLOGÍA INDUSTRIAL,Argentina,Buenos Aires,General Pueyrredon,Mar del Plata,Marcelo T. de Alvear,1168,Propiedad del ENA,1307.16,-57.5635723821,-38.0395249817
600002236,INSTITUTO NACIONAL DE VITIVINICULTURA,Argentina,Buenos Aires,General Pueyrredon,Mar del Plata,Dorrego,236,Propiedad del ENA,433.46,-57.5492786964,-37.9816430305
1000002204,INSTITUTO NACIONAL DE VITIVINICULTURA,Argentina,Catamarca,Tinogasta,Tinogasta,Estación Terminal de Omnibus,LOCALES 15 Y 16,Alquilado,386.16,-67.5593166133,-28.0680196095
1400001371,INSTITUTO NACIONAL DE VITIVINICULTURA,Argentina,Cordoba,Capital,Cordoba,Calle Humberto Primo,832,Propiedad del ENA,288.21,-64.1928538114,-31.4065624282
2200000393,INSTITUTO NACIONAL DE VITIVINICULTURA,Argentina,Chaco,San Fernando,Resistencia,Calle Arbos y Blanco,925,Propiedad del ENA,33.0,-58.9893942973,-27.463228252
5000000495,INSTITUTO NACIONAL DE VITIVINICULTURA,Argentina,Mendoza,Guaymallen,Buena Nueva,Calle Tirasso,2131,Propiedad del ENA,97348.62,-68.756877941,-32.8954614866
200009029,MINISTERIO DE ENERGÍA Y MINERÍA,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 3,,S.Bustamante,95/97,Propiedad del ENA,1937.51,-58.4141798557,-34.6096446559
200023013,MINISTERIO DE MODERNIZACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Belgrano,637,Propiedad del ENA,957.32,-58.3753358024,-34.6123120698
200023021,MINISTERIO DE MODERNIZACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Presidente Roque Sáenz Peña,511,Propiedad del ENA,1000.65,-58.373806101,-34.6075192375
600002589,SEGEMAR- Servicio Geológico Minero,Argentina,Buenos Aires,General San Martin,Ciudad del Libertador General San Martin,Colectora Norte - Av. General Paz,5445,Propiedad del ENA,454203.56,-58.5155023637,-34.5740685376
600002597,SEGEMAR- Servicio Geológico Minero,Argentina,Buenos Aires,General San Martin,Ciudad del Libertador General San Martin,Colectora Norte - Av. General Paz,5445,Propiedad del ENA,454203.56,-58.5155023637,-34.5740685376
1400002351,SEGEMAR- Servicio Geológico Minero,Argentina,Cordoba,Capital,Cordoba,Celso Barrios,1712,Propiedad del ENA,9246.54,-64.1704868092,-31.4607721173
6600000452,SEGEMAR- Servicio Geológico Minero,Argentina,Salta,Capital,Capital,Bernardo Houssay,1099,Propiedad del ENA,13854.56,-65.4096141016,-24.7305575369
