codigo_del_inmueble,organizacion,pais,provincia,departamento,localidad,calle,numero,situacion_inmueble,superficie_aproximada_m2,longitud,latitud
200001117,MINISTERIO DE EDUCACION Y DEPORTES,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,,Jose Andres Pacheco de Melo,2084,Propiedad del ENA,205.22,-58.39577961,-34.5904636
200001125,MINISTERIO DE EDUCACION Y DEPORTES,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,,Tinogasta,5268,Propiedad del ENA,844.1,-58.52031709,-34.6168914
200001133,MINISTERIO DE EDUCACION Y DEPORTES,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,,Agüero,2071,Propiedad del ENA,280.34,-58.40211754,-34.58824591
200000285,MINISTERIO DE HACIENDA Y FINANZAS PÚBLICAS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Carlos Calvo,184,Propiedad del ENA,5117.8,-58.3678933,-34.61976915
200000293,MINISTERIO DE HACIENDA Y FINANZAS PÚBLICAS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Adolfo Alsina,470,Propiedad del ENA,1522.08,-58.37285827,-34.61050473
200000315,MINISTERIO DE HACIENDA Y FINANZAS PÚBLICAS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Hipolito Yrigoyen,250,Propiedad del ENA,5715.64,-58.37020152,-34.60930117
200000323,MINISTERIO DE HACIENDA Y FINANZAS PÚBLICAS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av.Paseo Colon,171,Propiedad del ENA,2391.13,-58.37027183,-34.60977569
200000331,MINISTERIO DE HACIENDA Y FINANZAS PÚBLICAS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Paseo Colon,185,Propiedad del ENA,889.92,-58.36995718,-34.60986947
200000412,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Avda. Belgrano,1175/77,Propiedad del ENA,205.95,-58.38290578,-34.61299403
200000420,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,"Uruguay 637, Tucuman 1353 y Talcahuano 612",637,Propiedad del ENA,1934.07,-58.38600735,-34.60131481
200000439,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Sarmiento,329,Propiedad del ENA,996.86,-58.37145955,-34.60395823
200000447,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Avenida Paseo Colon Esquina Moreno 251,285,Propiedad del ENA,681.09,-58.36989935,-34.61106979
200000455,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,340/46/350,Propiedad del ENA,382.12,-58.37123885,-34.60379789
200000463,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,340/46/350,Propiedad del ENA,382.12,-58.37123885,-34.60379789
200000471,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,340/46/350,Propiedad del ENA,382.12,-58.37123885,-34.60379789
200000481,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,340/46/350,Propiedad del ENA,382.12,-58.37123885,-34.60379789
200000498,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,340/46/350,Propiedad del ENA,382.12,-58.37123885,-34.60379789
200000501,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,,Avenida Corrientes,5680,Propiedad del ENA,947.02,-58.44352535,-34.59583678
200000511,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,,Avenida Corrientes,5666,Propiedad del ENA,1240.3,-58.443458,-34.59613057
200000528,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Avenida Belgrano,1130,Propiedad del ENA,692.78,-58.38226411,-34.61351067
200000536,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Venezuela,1135/45,Propiedad del ENA,1445.27,-58.38238693,-34.61402202
200000544,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Moreno,1228/30,Propiedad del ENA,768.2,-58.38373531,-34.61238943
200000552,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,,Campichuelo,533/53,Propiedad del ENA,3412.03,-58.43504753,-34.61074296
200000560,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,,Posadas,1641,Propiedad del ENA,1123.72,-58.38839893,-34.58639809
200000579,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,542/44,Propiedad del ENA,193.37,-58.37138762,-34.6014808
200000587,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,,Avenida Directorio,1380/88,Propiedad del ENA,2806.19,-58.44701406,-34.63052374
200000595,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Esmeralda,138,Propiedad del ENA,474,-58.37827678,-34.60664636
200000609,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,548/552,Propiedad del ENA,298.78,-58.37138831,-34.60138155
200000617,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,548/552,Propiedad del ENA,298.78,-58.37138831,-34.60138155
200000625,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,548/552,Propiedad del ENA,298.78,-58.37138831,-34.60138155
200000978,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,,Darregueyra,2465/67,Propiedad del ENA,939.07,-58.42372691,-34.58056327
200012577,MINISTERIO DE PRODUCCIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Paseo Colon,275/77/79,Propiedad del ENA,805.44,-58.36993291,-34.61089562
200026594,MINISTERIO DE PRODUCCIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio A. Roca,651,Propiedad del ENA,6033.15,-58.37579206,-34.61080143
200000129,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Basavilbaso,1248/1254,Propiedad del ENA,473.48,-58.37767624,-34.59352621
200000137,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Arenales,761/63/65,Propiedad del ENA,3237.38,-58.37800198,-34.59385343
200000145,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Juncal,712/714,Propiedad del ENA,245.23,-58.37730348,-34.59305644
200000153,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Basavilbaso,1286,Propiedad del ENA,270.65,-58.37738132,-34.59321502
200000161,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Basavilbaso,1264,Propiedad del ENA,332.5,-58.37752582,-34.59333837
200000171,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Juncal,847/51,Propiedad del ENA,494.87,-58.37931073,-34.59259885
200000188,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Basavilbaso,1246,Propiedad del ENA,1082.31,-58.37796225,-34.59362853
200000196,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Esmeralda,1243,Propiedad del ENA,1082.31,-58.37796225,-34.59362853
200000201,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Paraguay,862/64/66  UF 68,Propiedad del ENA,986.88,-58.37930021,-34.59803326
200000218,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Cerrito,832/34/36 UF 24 y UF 1,Propiedad del ENA,868.28,-58.38300568,-34.59874095
200000226,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Cerrito,1248,Propiedad del ENA,579.75,-58.38329505,-34.59365075
200014510,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Paraguay, 862/64/66 UF 45,Propiedad del ENA,48.21,-58.3792707,-34.59773213
200015479,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Paraguay,862/64/66 UF 43,Propiedad del ENA,57.97,-58.37924512,-34.5977289
200000749,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. 9 de Julio,1925,Propiedad del ENA,1749.88,-58.3815382,-34.61220033
200000765,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Ing. Huergo,1497,Propiedad del ENA,318.59,-58.36409378,-34.62490695
200000773,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 3,,Bartolome Mitre,3355,Propiedad del ENA,880.1,-58.41407347,-34.60914667
200017102,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 4,,Suarez,2357,Propiedad del ENA,3983.76,-58.38216849,-34.64199262
200021223,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 4,,Brandsen Coronel,2665,Propiedad del ENA,154929.27,-58.38412211,-34.63705158
200023498,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Moreno,1257,Alquilado,1587.98,-58.38411857,-34.61184442
200042212,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Piedras,77,Alquilado,698.5,-58.37788264,-34.60915623
200042220,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Lima,369,Alquilado,104.46,-58.38183847,-34.61238497
200042247,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Lima,355,Alquilado,474.59,-58.38189443,-34.61257081
200042255,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Lima,355/369,Alquilado,479.17,-58.38192531,-34.61254448
200042281,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Lima,355/369,Alquilado,279.64,-58.38186734,-34.6125628
200042328,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Brasil,457,Alquilado,137.43,-58.37198055,-34.62533799
200042336,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875/883,Alquilado,436.44,-58.37888069,-34.60818273
200042344,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. de Mayo,844,Alquilado,251.68,-58.37835827,-34.60904618
200042352,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. de Mayo,844,Alquilado,271.11,-58.37840693,-34.60904443
200042360,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. de Mayo,844,Alquilado,233.28,-58.37835084,-34.6090725
200042387,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Lima,369/355,Alquilado,146.51,-58.3819136,-34.61259714
200042409,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Lima,369/355,Alquilado,118.93,-58.38189683,-34.61258763
200042417,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Bernardo de Irigoyen,330,Alquilado,390.28,-58.38021573,-34.61221397
200042425,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875,Alquilado,368.96,-58.37883067,-34.60818374
200042433,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875,Alquilado,479.85,-58.37884109,-34.60814158
200042441,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875,Alquilado,497.77,-58.37886577,-34.60815825
200042451,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875,Alquilado,384.99,-58.37883468,-34.608145
200042468,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875,Alquilado,397.1,-58.378842,-34.60818294
200042476,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875,Alquilado,521.81,-58.37885345,-34.60816863
200042484,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Rivadavia,875,Alquilado,342.21,-58.37882634,-34.60817952
200042506,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio Argentino Roca,781,Alquilado,293.02,-58.37732524,-34.61247398
200042514,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio Argentino Roca,781,Alquilado,243.5,-58.37732345,-34.61249017
200042522,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio Argentino Roca,781,Alquilado,316.87,-58.37732881,-34.6124887
200042530,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio Argentino Roca,781,Alquilado,280.37,-58.37734535,-34.61247439
200042549,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio Argentino Roca,781,Alquilado,327.51,-58.37733462,-34.61246703
200042557,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio Argentino Roca,781,Alquilado,347,-58.37734446,-34.61247144
200042808,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,,Salguero,3457,Propiedad del ENA,24280.85,-58.39990003,-34.57300251
200042913,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 4,,Av. Suarez,2599,Propiedad del ENA,11941.73,-58.38586304,-34.64247478
200042921,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 4,,Ramon Carrillo,489,Propiedad del ENA,141840.44,-58.38412936,-34.63744744
200043731,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Lima,369/355,Alquilado,165.54,-58.38188187,-34.61275988
200050207,MINISTERIO DE SALUD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Julio Argentino Roca,781,Alquilado,314.47,-58.37725729,-34.61235426
200000633,MINISTERIO DE SEGURIDAD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,,Gral. Gelly y Obes,2289,Propiedad del ENA,572.15,-58.39640415,-34.58585065
200012372,MINISTERIO DE SEGURIDAD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 3,,Av. San Juan,2776/2778/,Propiedad del ENA,539.17,-58.40305857,-34.62449263
200026284,MINISTERIO DE SEGURIDAD,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Paseo Colon,533,Propiedad del ENA,926.11,-58.36990217,-34.61428197
200000641,"MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Leandro N Alem,650,Propiedad del ENA,1029.6,-58.37109379,-34.60005154
200000668,"MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Leandro N Alem,628,Propiedad del ENA,666.77,-58.37104866,-34.60033495
200000676,"MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 3,,Av. Callao,114/128,Propiedad del ENA,822.52,-58.39230839,-34.60775762
200023528,"MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Alsina Doctor Adolfo,657,Alquilado,73.98,-58.37545795,-34.61040415
200000013,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,,Gascon,350,Propiedad del ENA,1186.24,-58.42509786,-34.60794017
200000021,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 4,,Brasil,3036,Propiedad del ENA,639.41,-58.40660397,-34.63428691
200000031,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Balcarce,1447,Propiedad del ENA,1007.79,-58.37012216,-34.62466476
200000048,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,,Diputado Benedetti,238,Propiedad del ENA,1126.5,-58.48168666,-34.63705713
200000056,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Paseo Colon,1087,Propiedad del ENA,1895.51,-58.36898147,-34.62040953
200000064,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Leandro N. Alem,246,Propiedad del ENA,3243.89,-58.37066075,-34.60500275
200000072,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,101,Propiedad del ENA,1814.2,-58.37058793,-34.60631166
200023358,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Esmeralda,117,Alquilado,189.25,-58.37767767,-34.60684557
200026187,MINISTERIO DE TRANSPORTE,Argentina,Ciudad Autonoma de Buenos Aires,,,Maipú,255,Alquilado,4890.76,-58.35018277,-34.62880071
200000366,MINISTERIO DE TURISMO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Suipacha,1111,Propiedad del ENA,1091.91,-58.37972298,-34.59492673
200000390,MINISTERIO DE TURISMO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Avenida Santa Fe,883,Propiedad del ENA,1091.91,-58.37972298,-34.59492673
200023218,MINISTERIO DE TURISMO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Suipacha,1111,Alquilado,1010.86,-58.37972262,-34.59517292
200023307,MINISTERIO DE TURISMO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Suipacha,1109,Alquilado,1160.72,-58.37973825,-34.59516323
200023323,MINISTERIO DE TURISMO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Suipacha,1111,Alquilado,924.26,-58.3797491,-34.59517723
200023331,MINISTERIO DE TURISMO,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 3,,Rivadavia,2269/79,Alquilado,937.68,-58.39866875,-34.60929826
200024338,"MINISTERIO DEL INTERIOR, OBRAS PÚBLICAS Y VIVIENDA",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,101,Propiedad del ENA,3857.98,-58.37059571,-34.60609344
200024346,"MINISTERIO DEL INTERIOR, OBRAS PÚBLICAS Y VIVIENDA",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,179,Propiedad del ENA,693.62,-58.37057487,-34.60563483
200024354,"MINISTERIO DEL INTERIOR, OBRAS PÚBLICAS Y VIVIENDA",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,145/151/155/159,Propiedad del ENA,1579.56,-58.37055215,-34.60592993
200048482,"MINISTERIO DEL INTERIOR, OBRAS PÚBLICAS Y VIVIENDA",Argentina,Ciudad Autonoma de Buenos Aires,Comuna 3,,Av. Callao,10/20/28/30/32,Propiedad del ENA,826.67,-58.39223806,-34.60887013
200001168,SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Balcarce,50,Propiedad del ENA,8221.78,-58.37025545,-34.60820022
200001184,SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Corrientes,1302,Propiedad del ENA,336.62,-58.38522399,-34.60417949
200001192,SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Corrientes,1302,Propiedad del ENA,336.62,-58.38522399,-34.60417949
200001206,SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Corrientes,1302,Propiedad del ENA,336.62,-58.38522399,-34.60417949
200001214,SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Corrientes,1302,Propiedad del ENA,336.62,-58.38522399,-34.60417949
200001222,SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Alem,852,Propiedad del ENA,1646.86,-58.37200015,-34.59795034
200001230,SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Suipacha,767,Propiedad del ENA,702.22,-58.37931515,-34.59941051
200010035,SECRETARÍA LEGAL Y TÉCNICA,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,25 de Mayo,606,Propiedad del ENA,158.22,-58.37137519,-34.60060174
200010043,SECRETARÍA LEGAL Y TÉCNICA,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Av. Leandro N. Alem,852,Propiedad del ENA,1646.86,-58.37200015,-34.59795034
200010051,SECRETARÍA LEGAL Y TÉCNICA,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Balcarce,50,Propiedad del ENA,8221.78,-58.37025545,-34.60820022
200010061,SECRETARÍA LEGAL Y TÉCNICA,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Suipacha,767,Propiedad del ENA,702.22,-58.37931515,-34.59941051
200010078,SECRETARÍA LEGAL Y TÉCNICA,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Juncal,847,Propiedad del ENA,494.87,-58.37931073,-34.59259885
200010086,SECRETARÍA LEGAL Y TÉCNICA,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,,Campichuelo,553,Propiedad del ENA,3412.03,-58.43504753,-34.61074296
200001583,SINDICATURA GENERAL DE LA NACIÓN,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 1,,Avenida Corrientes,389,Propiedad del ENA,1214.87,-58.37222905,-34.6028563
817,ESTADO MAYOR GENERAL DE LA ARMADA,Uruguay,Montevideo,,Montevideo,Boulevard España,2825,Propiedad del ENA,497.83,-56.15072284,-34.91450347
825,ESTADO MAYOR GENERAL DE LA ARMADA,Perú,Miraflores,,Lima,Parque Milton Porras,193,Propiedad del ENA,1096.41,-77.02433365,-12.13182445
833,ESTADO MAYOR GENERAL DE LA ARMADA,Bolivia,S/D,,La Paz,Hnos Manchengo,6594,Propiedad del ENA,424.61,-68.12382598,-16.5103087
841,ESTADO MAYOR GENERAL DE LA ARMADA,Brasil,S/D,,Brasilia,Bloco A Sqs 111 D 602,,Propiedad del ENA,1329.86,-47.91298078,-15.82262388
851,ESTADO MAYOR GENERAL DE LA ARMADA,Brasil,S/D,,Brasilia,Bloco A Sqs 107 D 205,,Propiedad del ENA,1152.23,-47.90227808,-15.81479228
868,ESTADO MAYOR GENERAL DE LA ARMADA,Chile,S/D,,Santiago,Huerfanos,53,Propiedad del ENA,1459.04,-70.64614683,-33.43885449
876,ESTADO MAYOR GENERAL DE LA ARMADA,Estados Unidos,20772,,Maryland,Old Marlboro Pike 20112 Upper Marlboro M 8411,,Propiedad del ENA,528.19,-76.86327143,38.83335037
884,ESTADO MAYOR GENERAL DE LA ARMADA,Estados Unidos,Bethesda 20816,,Maryland,Cape Cod Court,501,Propiedad del ENA,1158.51,-77.10311951,38.95272989
892,ESTADO MAYOR GENERAL DE LA ARMADA,Estados Unidos,District Of Columbia 20004-2905,,"Washington,",Indiana Avenue Northwest,630,Propiedad del ENA,660.08,-77.02110303,38.89378311
906,ESTADO MAYOR GENERAL DE LA ARMADA,Chile,Santiago,,Región Metropolitana,Huerfanos,53,Propiedad del ENA,1438.74,-70.64615065,-33.43885466
698,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Bolivia,La Paz,,La Paz,Capitán Ravelo,2321,Propiedad del ENA,471.84,-68.12438194,-16.50759939
701,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Brasil,Distrito Federal,,Brasilia,Sq - 111 - Sur,111,Propiedad del ENA,32287.01,-47.91144803,-15.82293235
711,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Perú,Lince,,Lima,Dos de Mayo,1280,Propiedad del ENA,768.74,-77.04201299,-12.09161131
728,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Chile,Departamento Santiago de Chile,,Municipio Providencia,Carlos Antunez,1931,Propiedad del ENA,520.21,-70.61161152,-33.42930223
736,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Uruguay,Montevideo,,Montevideo,Bv. Artigas,1545,Propiedad del ENA,512.49,-56.16477727,-34.89999611
744,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Paraguay,Capital,,Asuncion,Corrales,3566,Propiedad del ENA,1574.24,-57.5990135,-25.29406475
752,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,España,Madrid,,Madrid,Plaza de España,11,Propiedad del ENA,673.03,-3.714256665,40.42229157
760,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Francia,Neuilly Sur Seine,,Paris,Edouard Nortier,73 - 75,Propiedad del ENA,890.02,2.266245727,48.89176442
779,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Reino Unido,Inglaterra,,Londres,St. John Wood High Street,7 DY,Propiedad del ENA,427.82,-0.168482604,51.53202054
787,ESTADO MAYOR GENERAL DE LA FUERZA AÉREA,Estados Unidos,Condado de Mongotmery,,Maryland,8411 Old Marlboro Pike,S/D,Propiedad del ENA,571.52,-76.86308506,38.83338508
